51.512344	-0.090985
51.481942	0.126251
51.547616	0.151888
51.550437	0.131144
51.572228	0.141995
51.551343	0.165792
51.534017	0.099424
51.531498	0.080927
51.5342	0.131158
51.572228	0.141995
51.540336	0.08261
51.532831	0.099395
51.546175	0.138953
51.52141	0.096781
51.522029	0.101013
51.555527	0.130325
51.536563	0.075766
51.574506	0.143712
51.624723	-0.154687
51.605694	-0.261644
51.564268	-0.194796
51.589691	-0.249103
51.602015	-0.153156
51.631068	-0.151271
51.58763	-0.164262
51.615786	-0.262034
51.598282	-0.198414
51.58306	-0.175161
51.575666	-0.198171
51.615174	-0.255032
51.586246	-0.220009
51.659247	-0.206675
51.617289	-0.221389
51.631449	-0.165447
51.633474	-0.202507
51.641778	-0.186249
51.602785	-0.191554
51.578336	-0.252671
51.611381	-0.166878
51.460893	0.165643
51.485165	0.14827
51.437118	0.094354
51.447872	0.117763
51.473336	0.127858
51.429048	0.097661
51.471635	0.171184
51.450113	0.182205
51.435811	0.148277
51.455769	0.122606
51.471627	0.10894
51.480818	0.174675
51.463641	0.0926
51.488938	0.128743
51.43121	0.075904
51.468626	0.181029
51.472272	0.163438
51.437465	0.161626
51.471087	0.110974
51.426486	0.100939
51.503559	0.119933
51.539896	-0.290454
51.564232	-0.262958
51.541303	-0.214792
51.561246	-0.230969
51.55418	-0.243959
51.579958	-0.277981
51.534933	-0.247334
51.53053	-0.22463
51.580677	-0.301482
51.546895	-0.204093
51.54701	-0.210532
51.567281	-0.271057
51.573793	-0.298865
51.533381	-0.208923
51.591869	-0.290707
51.543113	-0.25883
51.560859	-0.328099
51.547268	-0.277159
51.579738	-0.241504
51.551615	-0.29571
51.543974	-0.22953
51.401857	0.052503
51.312059	0.032802
51.383845	0.039219
51.406025	0.013156
51.340472	0.112327
51.412626	0.077487
51.40858	-0.04063
51.412205	-0.024042
51.391736	0.104593
51.391736	0.104593
51.419883	-0.078542
51.414784	-0.034058
51.366109	0.053105
51.371054	-0.001278
51.401926	-0.030156
51.435475	0.041365
51.374843	0.094214
51.408434	-0.032854
51.37632	0.092636
51.406381	0.033906
51.399212	0.004141
51.375798	-0.014861
51.548974	-0.169787
51.519205	-0.124262
51.538449	-0.154993
51.545164	-0.129838
51.555445	-0.19444
51.551706	-0.158826
51.556394	-0.148184
51.549856	-0.18176
51.547859	-0.160552
51.571188	-0.149069
51.517935	-0.109928
51.547304	-0.142005
51.537076	-0.191135
51.533334	-0.132231
51.532692	-0.141995
51.53989	-0.135574
51.543532	-0.174862
51.547358	-0.190436
51.38055	-0.072275
51.377272	-0.074541
51.396111	-0.09788
51.389331	-0.111988
51.319941	-0.141267
51.319941	-0.141267
51.353139	-0.089384
51.362683	-0.028541
51.507351	-0.127758
51.365321	-0.097223
51.32633	-0.102494
51.348184	-0.017094
51.414661	-0.114299
51.339228	-0.119711
51.334791	-0.081587
51.393247	-0.087384
51.355611	-0.064937
51.373975	-0.05293
51.400208	-0.075726
51.396747	-0.105523
51.41792	-0.08475
51.375938	-0.113658
51.349329	-0.086817
51.389349	-0.065779
51.50872	-0.26295
51.52137	-0.321872
51.516798	-0.357227
51.514928	-0.301862
51.510234	-0.288233
51.51032	-0.250568
51.499997	-0.329638
51.510264	-0.323633
51.550543	-0.338038
51.521662	-0.291533
51.519691	-0.346113
51.522017	-0.374729
51.503371	-0.317348
51.531797	-0.34622
51.548418	-0.367598
51.535067	-0.396097
51.493073	-0.368325
51.532222	-0.324477
51.501778	-0.288608
51.510264	-0.323633
51.497487	-0.390355
51.502808	-0.263491
51.50968	-0.313229
51.612343	-0.115253
51.644861	-0.072226
51.653202	-0.116439
51.647851	-0.151255
51.625081	-0.06078
51.652918	-0.041145
51.66794	-0.024218
51.631417	-0.125221
51.622316	-0.074791
51.629729	-0.166532
51.652628	-0.119968
51.625081	-0.06078
51.623469	-0.103752
51.646025	-0.045836
51.6487	-0.05241
51.62805	-0.126776
51.624596	-0.125469
51.652299	-0.080712
51.672711	-0.050112
51.609044	-0.059125
51.634102	-0.102445
51.490976	0.120832
51.48132	0.01993
51.481818	0.040177
51.429837	0.058004
51.451169	0.052639
51.451169	0.052639
51.451169	0.052639
51.487874	0.081695
51.482577	-0.007659
51.483462	0.05862
51.483462	0.05862
51.501273	0.004876
51.484807	0.087142
51.469702	0.063507
51.483462	0.05862
51.47938	0.059746
51.49354	0.065222
51.562652	-0.096331
51.566259	-0.066148
51.545284	-0.050729
51.556729	-0.086962
51.547623	-0.070113
51.541037	-0.080583
51.547124	-0.05682
51.553769	-0.062443
51.533033	-0.07069
51.535638	-0.089344
51.561609	-0.095465
51.558348	-0.055353
51.563081	-0.082569
51.573919	-0.085087
51.539901	-0.070183
51.568409	-0.058458
51.515454	-0.069953
51.534606	-0.057603
51.545185	-0.036978
51.50069	-0.217818
51.503028	-0.243179
51.495597	-0.218836
51.477343	-0.201682
51.480148	-0.19633
51.47351	-0.181771
51.493042	-0.224498
51.476953	-0.209697
51.487971	-0.203894
51.486442	-0.224855
